39	83	Y	-72205.665	18.631
40	83	Zr	-65911.654	6.43
41	83	Nb	-57556.083	150.902
42	83	Mo	-46340#	401#
43	83	Tc	-31320#	500#
30	84	Zn	-31930#	400#
31	84	Ga	-44088#	200#
32	84	Ge	-58148.428	3.171
33	84	As	-65853.56	3.171
34	84	Se	-75947.721	1.961
35	84	Br	-77783.084	25.73
36	84	Kr	-82439.3351	0.00379
37	84	Rb	-79758.964	2.194
38	84	Sr	-80649.57	1.243
39	84	Y	-73894.431	4.299
40	84	Zr	-71421.686	5.499
41	84	Nb	-61218.717	13.041
42	84	Mo	-54170#	298#
43	84	Tc	-37700#	400#
30	85	Zn	-25230#	500#
31	85	Ga	-39849#	298#
32	85	Ge	-53123.42	3.729
33	85	As	-63189.144	3.078
34	85	Se	-72413.636	2.613
35	85	Br	-78575.469	3.078
36	85	Kr	-81480.331	2
37	85	Rb	-82167.3305	0.00498
38	85	Sr	-81103.28	2.813
39	85	Y	-77842.123	18.965
40	85	Zr	-73175.189	6.43
41	85	Nb	-66279.676	4.099
42	85	Mo	-57509.753	15.835
43	85	Tc	-45850#	400#
44	85	Ru	-30950#	500#
31	86	Ga	-34080#	400#
32	86	Ge	-49399.922	437.802
33	86	As	-58962.142	3.45
34	86	Se	-70503.167	2.52
35	86	Br	-75632.252	3.078
36	86	Kr	-83265.66564	0.00369
37	86	Rb	-82746.993	0.2
38	86	Sr	-84523.08935	0.00522
39	86	Y	-79283.089	14.142
40	86	Zr	-77969.014	3.566
41	86	Nb	-69134.054	5.499
42	86	Mo	-64110.245	3.726
43	86	Tc	-51570#	300#
44	86	Ru	-39770#	400#
31	87	Ga	-29250#	500#
32	87	Ge	-44078#	300#
33	87	As	-55617.907	2.985
34	87	Se	-66426.125	2.241
35	87	Br	-73891.676	3.171
36	87	Kr	-80709.522	0.246
37	87	Rb	-84597.791	0.006
38	87	Sr	-84880.06595	0.0051
39	87	Y	-83018.376	1.128
40	87	Zr	-79347.137	4.146
41	87	Nb	-73874.486	6.802
42	87	Mo	-66884.808	2.857
43	87	Tc	-57690.044	4.192
44	87	Ru	-45520#	400#
32	88	Ge	-40138#	400#
33	88	As	-50720#	196#
34	88	Se	-63884.195	3.357
35	88	Br	-70715.959	3.171
36	88	Kr	-79691.286	2.608
37	88	Rb	-82608.995	0.159
38	88	Sr	-87921.61793	0.00558
39	88	Y	-84299.018	1.5
40	88	Zr	-83628.871	5.403
41	88	Nb	-76173.586	58.81
42	88	Mo	-72686.544	3.819
43	88	Tc	-61681.315	149.039
44	88	Ru	-54340#	300#
45	88	Rh	-36860#	400#
32	89	Ge	-33729#	400#
33	89	As	-46798#	298#
34	89	Se	-58992.391	3.729
35	89	Br	-68274.263	3.264
36	89	Kr	-76535.785	2.142
37	89	Rb	-81712.388	5.427
38	89	Sr	-86209.017	0.092
39	89	Y	-87708.352	1.612
40	89	Zr	-84875.561	3.083
41	89	Nb	-80625.209	23.631
42	89	Mo	-75014.935	3.912
43	89	Tc	-67394.848	3.819
44	89	Ru	-58260#	298#
45	89	Rh	-45861#	361#
32	90	Ge	-29221#	500#
33	90	As	-41330#	400#
34	90	Se	-55800.217	329.749
35	90	Br	-64000.298	3.357
36	90	Kr	-74959.25	1.863
37	90	Rb	-79364.404	6.484
38	90	Sr	-85948.127	2.124
39	90	Y	-86494.062	1.611
40	90	Zr	-88772.535	0.118
41	90	Nb	-82661.519	3.317
42	90	Mo	-80172.503	3.463
43	90	Tc	-70724.687	1.025
44	90	Ru	-64883.792	3.73
45	90	Rh	-51700#	300#
46	90	Pd	-39710#	400#
33	91	As	-36896#	400#
34	91	Se	-50580.124	433.145
35	91	Br	-61107.294	3.544
36	91	Kr	-70973.965	2.236
37	91	Rb	-77745.037	7.801
38	91	Sr	-83651.927	5.453
39	91	Y	-86351.295	1.843
40	91	Zr	-87895.566	0.105
41	91	Nb	-86638.001	2.926
42	91	Mo	-82208.821	6.238
43	91	Tc	-75986.646	2.363
44	91	Ru	-68239.823	2.221
45	91	Rh	-58570#	298#
46	91	Pd	-45930#	401#
33	92	As	-30981#	500#
34	92	Se	-46724#	400#
35	92	Br	-56232.805	6.709
36	92	Kr	-68769.32	2.701
37	92	Rb	-74772.438	6.123
38	92	Sr	-82867.361	3.423
39	92	Y	-84816.492	9.127
40	92	Zr	-88459.028	0.102
41	92	Nb	-86453.292	1.785
42	92	Mo	-86808.576	0.157
43	92	Tc	-78925.693	3.102
44	92	Ru	-74301.201	2.718
45	92	Rh	-62999.087	4.378
46	92	Pd	-54580#	300#
47	92	Ag	-37130#	500#
34	93	Se	-40716#	400#
35	93	Br	-52890.23	430.816
36	93	Kr	-64135.994	2.515
37	93	Rb	-72619.901	7.83
38	93	Sr	-80085.838	7.554
39	93	Y	-84227.157	10.488
40	93	Zr	-87122.032	0.457
41	93	Nb	-87212.838	1.491
42	93	Mo	-86807.069	0.181
43	93	Tc	-83606.106	1.012
44	93	Ru	-77216.713	2.065
45	93	Rh	-69011.8	2.629
46	93	Pd	-59001#	300#
47	93	Ag	-46267#	401#
34	94	Se	-36803#	500#
35	94	Br	-47400#	300#
36	94	Kr	-61347.772	12.109
37	94	Rb	-68562.785	2.029
38	94	Sr	-78845.711	1.663
39	94	Y	-82351.463	6.38
40	94	Zr	-87269.322	0.164
41	94	Nb	-86369.062	1.491
42	94	Mo	-88414.065	0.141
43	94	Tc	-84158.317	4.071
44	94	Ru	-82583.591	3.143
45	94	Rh	-72907.613	3.379
46	94	Pd	-66102.268	4.287
47	94	Ag	-52410#	400#
48	94	Cd	-40140#	500#
34	95	Se	-30460#	500#
35	95	Br	-43771#	298#
36	95	Kr	-56158.913	18.63
37	95	Rb	-65891.493	20.245
38	95	Sr	-75119.551	5.812
39	95	Y	-81208.848	6.779
40	95	Zr	-85659.94	0.869
41	95	Nb	-86786.258	0.508
42	95	Mo	-87711.858	0.123
43	95	Tc	-86021.341	5.08
44	95	Ru	-83457.745	9.502
45	95	Rh	-78340.606	3.886
46	95	Pd	-69965.9	3.031
47	95	Ag	-59597#	298#
48	95	Cd	-46631#	401#
35	96	Br	-38163#	298#
36	96	Kr	-53079.678	20.493
37	96	Rb	-61354.349	3.353
38	96	Sr	-72924.157	8.475
39	96	Y	-78335.895	6.088
40	96	Zr	-85438.846	0.114
41	96	Nb	-85602.816	0.147
42	96	Mo	-88794.876	0.12
43	96	Tc	-85821.634	5.146
44	96	Ru	-86080.372	0.17
45	96	Rh	-79687.718	10.001
46	96	Pd	-76183.406	4.194
47	96	Ag	-64511.636	90.084
48	96	Cd	-55573#	401#
49	96	In	-37890#	500#
35	97	Br	-34055#	401#
36	97	Kr	-47423.492	130.409
37	97	Rb	-58519.137	1.912
38	97	Sr	-68581.454	3.385
39	97	Y	-76121.424	6.719
40	97	Zr	-82942.661	0.414
41	97	Nb	-85605.776	4.249
42	97	Mo	-87544.691	0.165
43	97	Tc	-87224.424	4.118
44	97	Ru	-86120.552	2.763
45	97	Rh	-82597.552	35.463
46	97	Pd	-77805.843	4.844
47	97	Ag	-70825.843	110.107
48	97	Cd	-60454#	298#
49	97	In	-47189#	401#
35	98	Br	-28250#	400#
36	98	Kr	-44311#	298#
37	98	Rb	-54369.146	16.083
38	98	Sr	-66423.104	3.226
39	98	Y	-72294.777	7.929
40	98	Zr	-81286.709	8.451
41	98	Nb	-83524.598	5.001
42	98	Mo	-88115.972	0.174
43	98	Tc	-86432.205	3.38
44	98	Ru	-88224.858	6.463
45	98	Rh	-83175.205	11.906
46	98	Pd	-81320.975	4.742
47	98	Ag	-73066.415	32.907
48	98	Cd	-67636.415	51.797
49	98	In	-53896#	298#
36	99	Kr	-38759#	401#
37	99	Rb	-51121.143	4.031
38	99	Sr	-62521.401	4.741
39	99	Y	-70649.825	6.627
40	99	Zr	-77620.617	10.502
41	99	Nb	-82335.341	12.004
42	99	Mo	-85970.098	0.229
43	99	Tc	-87327.862	0.908
44	99	Ru	-87625.381	0.344
45	99	Rh	-85581.3	6.697
46	99	Pd	-82182.651	4.981
47	99	Ag	-76712.473	6.265
48	99	Cd	-69931.123	1.584
49	99	In	-61376#	298#
50	99	Sn	-47944#	503#
36	100	Kr	-35052#	401#
37	100	Rb	-46247.064	19.561
38	100	Sr	-59820.903	7.16
39	100	Y	-67327.396	11.186
40	100	Zr	-76377.437	8.149
41	100	Nb	-79797.399	7.986
42	100	Mo	-86193.025	0.302
43	100	Tc	-86020.945	1.351
44	100	Ru	-89227.389	0.343
45	100	Rh	-85591.126	18.125
46	100	Pd	-85212.778	17.638
47	100	Ag	-78137.959	5
48	100	Cd	-74194.596	1.677
49	100	In	-64312.972	182.519
50	100	Sn	-57282.972	301.518
36	101	Kr	-29128#	503#
37	101	Rb	-42845#	200#
38	101	Sr	-55324.907	8.48
39	101	Y	-65061.002	7.092
40	101	Zr	-73165.957	8.339
41	101	Nb	-78891.491	3.749
42	101	Mo	-83519.949	0.309
43	101	Tc	-86344.594	24.004
44	101	Ru	-87958.114	0.415
45	101	Rh	-87412.416	5.841
46	101	Pd	-85432.132	4.588
47	101	Ag	-81334.374	4.838
48	101	Cd	-75836.456	1.49
49	101	In	-68614#	196#
50	101	Sn	-60305.626	300.005
37	102	Rb	-37707#	298#
38	102	Sr	-52159.304	67.068
39	102	Y	-61173.177	4.077
40	102	Zr	-71587.707	8.767
41	102	Nb	-76304.544	2.545
42	102	Mo	-83566.061	8.312
43	102	Tc	-84572.878	9.166
44	102	Ru	-89106.437	0.418
45	102	Rh	-86783.318	6.41
46	102	Pd	-87903.171	0.554
47	102	Ag	-82246.691	8.171
48	102	Cd	-79659.691	1.662
49	102	In	-70694.884	4.573
50	102	Sn	-64934.884	100.105
37	103	Rb	-33608#	401#
38	103	Sr	-47422#	196#
39	103	Y	-58457.575	11.204
40	103	Zr	-67815.334	9.232
41	103	Nb	-75028.671	3.935
42	103	Mo	-80960.67	9.232
43	103	Tc	-84603.867	9.81
44	103	Ru	-87267.171	0.443
45	103	Rh	-88031.708	2.301
46	103	Pd	-87457.189	0.95
47	103	Ag	-84802.692	4.099
48	103	Cd	-80651.616	1.811
49	103	In	-74632.591	9.625
50	103	Sn	-66972.591	70.659
51	103	Sb	-56178#	298#
38	104	Sr	-44106#	298#
39	104	Y	-54064#	401#
40	104	Zr	-65724.06	9.325
41	104	Nb	-71819.012	2.737
42	104	Mo	-80349.968	8.921
43	104	Tc	-82503.444	24.888
44	104	Ru	-88095.71	2.498
45	104	Rh	-86959.348	2.303
46	104	Pd	-89395.105	1.336
47	104	Ag	-85116.452	4.217
48	104	Cd	-83968.38	1.673
49	104	In	-76182.665	5.775
50	104	Sn	-71627.047	5.745
51	104	Sb	-59173.62	122.444
38	105	Sr	-38610#	503#
39	105	Y	-51270.361	1336.694
40	105	Zr	-61464.734	12.118
41	105	Nb	-69915.551	4.028
42	105	Mo	-77337.141	9.065
43	105	Tc	-82290.088	35.264
44	105	Ru	-85934.49	2.499
45	105	Rh	-87851.243	2.502
46	105	Pd	-88417.888	1.138
47	105	Ag	-87070.836	4.544
48	105	Cd	-84333.839	1.392
49	105	In	-79640.572	10.246
50	105	Sn	-73337.992	3.971
51	105	Sb	-64015.482	21.827
52	105	Te	-52811.51	300.02
38	106	Sr	-34790#	600#
39	106	Y	-46053#	503#
40	106	Zr	-58549.987	433.145
41	106	Nb	-66203.357	4.122
42	106	Mo	-76134.528	9.14
43	106	Tc	-79776.223	12.25
44	106	Ru	-86323.223	5.391
45	106	Rh	-86362.627	5.39
46	106	Pd	-89907.527	1.106
47	106	Ag	-86942.383	3.016
48	106	Cd	-87132.138	1.104
49	106	In	-80608.134	12.226
50	106	Sn	-77353.687	5.091
51	106	Sb	-66473.292	7.452
52	106	Te	-58219.748	100.541
38	107	Sr	-28900#	700#
39	107	Y	-42364#	503#
40	107	Zr	-54379.688	1122.45
41	107	Nb	-63723.81	8.023
42	107	Mo	-72551.56	9.233
43	107	Tc	-78749.914	8.673
44	107	Ru	-83862.512	8.673
45	107	Rh	-86863.703	12.051
46	107	Pd	-88372.639	1.201
47	107	Ag	-88406.67	2.382
48	107	Cd	-86990.261	1.665
49	107	In	-83564.261	11.125
50	107	Sn	-78512.228	5.31
51	107	Sb	-70653.239	4.148
52	107	Te	-60539.326	70.83
53	107	I	-49430#	300#
39	108	Y	-37297#	596#
40	108	Zr	-51353#	401#
41	108	Nb	-59545.765	8.237
42	108	Mo	-70755.942	9.233
43	108	Tc	-75922.778	8.769
44	108	Ru	-83661.35	8.68
45	108	Rh	-85031.721	13.996
46	108	Pd	-89524.206	1.108
47	108	Ag	-87606.763	2.388
48	108	Cd	-89252.414	1.123
49	108	In	-84119.819	8.641
50	108	Sn	-82069.938	5.382
51	108	Sb	-72445.331	5.496
52	108	Te	-65781.667	5.411
53	108	I	-52649.605	132.26
39	109	Y	-33200#	700#
40	109	Zr	-46193#	503#
41	109	Nb	-56689.794	258.49
42	109	Mo	-66665.996	11.188
43	109	Tc	-74282.775	9.669
44	109	Ru	-80738.401	8.954
45	109	Rh	-84999.455	4.039
46	109	Pd	-87606.476	1.114
47	109	Ag	-88719.426	1.287
48	109	Cd	-88504.321	1.536
49	109	In	-86489.511	3.969
50	109	Sn	-82630.184	7.949
51	109	Sb	-76250.977	5.265
52	109	Te	-67715.39	4.382
53	109	I	-57672.496	6.729
54	109	Xe	-46169.548	300.108
40	110	Zr	-42886#	596#
41	110	Nb	-52309.909	838.345
42	110	Mo	-64542.585	24.223
43	110	Tc	-71034.51	9.497
44	110	Ru	-80072.576	8.924
45	110	Rh	-82828.686	17.805
46	110	Pd	-88330.905	0.612
47	110	Ag	-87457.302	1.286
48	110	Cd	-90347.969	0.38
49	110	In	-86469.969	11.553
50	110	Sn	-85841.983	13.777
51	110	Sb	-77449.734	5.962
52	110	Te	-72229.811	6.575
53	110	I	-60464.176	50.552
54	110	Xe	-51922.625	100.988
40	111	Zr	-37560#	700#
41	111	Nb	-48875#	298#
42	111	Mo	-59939.761	12.578
43	111	Tc	-69024.622	10.581
44	111	Ru	-76785.271	9.682
45	111	Rh	-82304.452	6.85
46	111	Pd	-85985.888	0.731
47	111	Ag	-88215.447	1.459
48	111	Cd	-89252.247	0.357
49	111	In	-88392.043	3.424
50	111	Sn	-85938.587	5.336
51	111	Sb	-80836.736	8.849
52	111	Te	-73587.477	6.427
53	111	I	-64953.785	4.754
54	111	Xe	-54395.534	86.7
55	111	Cs	-42821#	196#
40	112	Zr	-33810#	700#
41	112	Nb	-44274#	298#
42	112	Mo	-57464#	196#
43	112	Tc	-65258.938	5.515
44	112	Ru	-75630.818	9.599
45	112	Rh	-79731.503	44.085
46	112	Pd	-86321.562	6.544
47	112	Ag	-86583.718	2.422
48	112	Cd	-90574.859	0.25
49	112	In	-87990.131	4.251
50	112	Sn	-88655.056	0.294
51	112	Sb	-81598.965	17.829
52	112	Te	-77567.508	8.383
53	112	I	-67063.33	10.246
54	112	Xe	-60026.338	8.283
55	112	Cs	-46290.277	86.796
41	113	Nb	-40511#	401#
42	113	Mo	-52490#	300#
43	113	Tc	-62811.541	3.353
44	113	Ru	-71868.119	36.875
45	113	Rh	-78767.536	7.13
46	113	Pd	-83591.092	6.945
47	113	Ag	-87026.822	16.643
48	113	Cd	-89043.284	0.244
49	113	In	-89367.117	0.188
50	113	Sn	-88328.132	1.575
51	113	Sb	-84416.968	17.193
52	113	Te	-78347.029	27.945
53	113	I	-71119.507	8.011
54	113	Xe	-62203.618	6.84
55	113	Cs	-51764.53	8.577
56	113	Ba	-39784#	298#
41	114	Nb	-35387#	503#
42	114	Mo	-49807#	298#
43	114	Tc	-58600.288	433.145
44	114	Ru	-70221.811	3.55
45	114	Rh	-75710.625	71.561
46	114	Pd	-83490.943	6.945
47	114	Ag	-84930.8	4.564
48	114	Cd	-90014.932	0.276
49	114	In	-88569.801	0.301
50	114	Sn	-90559.723	0.029
51	114	Sb	-84496.574	21.838
52	114	Te	-81888.569	27.945
53	114	I	-72796#	149#
54	114	Xe	-67085.89	11.178
55	114	Cs	-54682.261	71.102
56	114	Ba	-45905.426	102.676
41	115	Nb	-31354#	503#
42	115	Mo	-44749#	401#
43	115	Tc	-56319.99	789.441
44	115	Ru	-66189.734	88.496
45	115	Rh	-74229.831	7.316
46	115	Pd	-80426.386	13.546
47	115	Ag	-84982.654	18.268
48	115	Cd	-88084.479	0.651
49	115	In	-89536.346	0.012
50	115	Sn	-90033.835	0.015
51	115	Sb	-87003.403	16.025
52	115	Te	-82062.759	27.945
53	115	I	-76337.797	28.876
54	115	Xe	-68656.748	12.109
55	115	Cs	-59699#	102#
56	115	Ba	-49020#	200#
42	116	Mo	-41500#	500#
43	116	Tc	-51456#	298#
44	116	Ru	-64068.909	3.726
45	116	Rh	-70736.122	73.832
46	116	Pd	-79831.635	7.132
47	116	Ag	-82542.653	3.26
48	116	Cd	-88712.48	0.16
49	116	In	-88249.749	0.22
50	116	Sn	-91525.97	0.096
51	116	Sb	-86822.15	5.16
52	116	Te	-85268.961	27.945
53	116	I	-77492.236	96.592
54	116	Xe	-73046.724	13.041
55	116	Cs	-62043#	100#
56	116	Ba	-54580#	200#
57	116	La	-40645#	312#
42	117	Mo	-36170#	500#
43	117	Tc	-48382#	401#
44	117	Ru	-59489.865	433.145
45	117	Rh	-68897.373	8.892
46	117	Pd	-76424.477	7.252
47	117	Ag	-82182.014	13.572
48	117	Cd	-86418.389	1.013
49	117	In	-88943.042	4.881
50	117	Sn	-90397.751	0.483
51	117	Sb	-88639.539	8.437
52	117	Te	-85095.411	13.456
53	117	I	-80436.077	26.196
54	117	Xe	-74185.337	10.378
55	117	Cs	-66493.092	62.41
56	117	Ba	-57457.753	250.34
57	117	La	-46471#	200#
42	118	Mo	-32630#	500#
43	118	Tc	-43790#	401#
44	118	Ru	-57260#	200#
45	118	Rh	-64887.46	24.235
46	118	Pd	-75388.746	2.491
47	118	Ag	-79553.792	2.515
48	118	Cd	-86701.641	20.001
49	118	In	-87228.211	7.752
50	118	Sn	-91652.853	0.499
51	118	Sb	-87996.213	3.016
52	118	Te	-87696.584	18.481
53	118	I	-80971.048	19.76
54	118	Xe	-78079.057	10.378
55	118	Cs	-68409.367	12.753
56	118	Ba	-62354#	196#
57	118	La	-49560#	300#
43	119	Tc	-40371#	503#
44	119	Ru	-52564#	298#
45	119	Rh	-62822.794	9.315
46	119	Pd	-71407.902	8.245
47	119	Ag	-78645.765	14.703
48	119	Cd	-83977.068	37.695
49	119	In	-87699.281	7.307
50	119	Sn	-90065.022	0.725
51	119	Sb	-89474.18	7.701
52	119	Te	-87181.18	7.957
53	119	I	-83765.53	27.945
54	119	Xe	-78794.413	10.378
55	119	Cs	-72305.051	13.94
56	119	Ba	-64590.086	200.269
57	119	La	-54790#	300#
58	119	Ce	-43940#	500#
43	120	Tc	-35518#	503#
44	120	Ru	-50012#	401#
45	120	Rh	-58815#	196#
46	120	Pd	-70280.05	2.291
47	120	Ag	-75651.502	4.471
48	120	Cd	-83957.354	3.726
49	120	In	-85728.369	40.01
50	120	Sn	-91098.369	0.896
51	120	Sb	-88417.761	7.196
52	120	Te	-89367.987	3.085
53	120	I	-83752.987	15.314
54	120	Xe	-82172.423	11.817
55	120	Cs	-73888.639	9.97
56	120	Ba	-68888.639	300.166
57	120	La	-57570#	300#
58	120	Ce	-49600#	500#
43	121	Tc	-31780#	500#
44	121	Ru	-45047#	401#
45	121	Rh	-56250.128	619.444
46	121	Pd	-66182.329	3.353
47	121	Ag	-74402.821	12.109
48	121	Cd	-81073.826	1.942
49	121	In	-85835.974	27.414
50	121	Sn	-89197.265	0.955
51	121	Sb	-89600.321	2.582
52	121	Te	-88545.502	25.85
53	121	I	-86251.449	5.356
54	121	Xe	-82480.986	10.243
55	121	Cs	-77102.331	14.29
56	121	Ba	-70744.837	141.898
57	121	La	-62190#	300#
58	121	Ce	-52690#	401#
59	121	Pr	-41422#	500#
44	122	Ru	-42150#	500#
45	122	Rh	-52080#	300#
46	122	Pd	-64616.161	19.561
47	122	Ag	-71106.108	38.191
48	122	Cd	-80612.374	2.299
49	122	In	-83572.741	50.057
50	122	Sn	-89941.333	2.395
51	122	Sb	-88335.37	2.578
52	122	Te	-90314.46	1.507
53	122	I	-86080.46	5.222
54	122	Xe	-85354.977	11.111
55	122	Cs	-78144.759	33.687
56	122	Ba	-74608.944	27.945
57	122	La	-64543#	298#
58	122	Ce	-57874#	401#
59	122	Pr	-44780#	500#
44	123	Ru	-37080#	500#
45	123	Rh	-49360#	400#
46	123	Pd	-60429.742	789.441
47	123	Ag	-69548.078	30.739
48	123	Cd	-77414.181	2.696
49	123	In	-83430.353	19.827
50	123	Sn	-87816.181	2.416
51	123	Sb	-89224.069	1.506
52	123	Te	-89172.156	1.505
53	123	I	-87943.727	3.74
54	123	Xe	-85248.701	9.537
55	123	Cs	-81043.646	12.109
56	123	Ba	-75654.953	12.109
57	123	La	-68651#	196#
58	123	Ce	-60286#	298#
59	123	Pr	-50230#	400#
44	124	Ru	-33960#	600#
45	124	Rh	-44890#	400#
46	124	Pd	-58390#	298#
47	124	Ag	-66200.134	251.503
48	124	Cd	-76701.672	2.995
49	124	In	-80870.201	30.572
50	124	Sn	-88234.193	1.014
51	124	Sb	-87620.248	1.507
52	124	Te	-90525.321	1.502
53	124	I	-87365.734	2.39
54	124	Xe	-87661.421	1.793
55	124	Cs	-81731.334	8.304
56	124	Ba	-79089.775	12.497
57	124	La	-70258.61	56.669
58	124	Ce	-64916#	298#
59	124	Pr	-53151#	401#
60	124	Nd	-44525#	503#
45	125	Rh	-42000#	500#
46	125	Pd	-54120#	400#
47	125	Ag	-64519.932	433.145
48	125	Cd	-73348.095	2.885
49	125	In	-80476.805	27.023
50	125	Sn	-85896.376	1.033
51	125	Sb	-88256.274	2.599
52	125	Te	-89022.974	1.502
53	125	I	-88837.204	1.504
54	125	Xe	-87193.381	1.836
55	125	Cs	-84087.95	7.744
56	125	Ba	-79668.965	10.992
57	125	La	-73759.484	25.997
58	125	Ce	-66658#	196#
59	125	Pr	-57940#	300#
60	125	Nd	-47599#	401#
45	126	Rh	-37300#	500#
46	126	Pd	-51860#	400#
47	126	Ag	-60680#	200#
48	126	Cd	-72256.802	2.476
49	126	In	-77772.908	26.921
50	126	Sn	-86015.24	10.447
51	126	Sb	-86393.24	31.767
52	126	Te	-90065.348	1.504
53	126	I	-87911.318	3.809
54	126	Xe	-89146.962	3.5
55	126	Cs	-84350.829	10.401
56	126	Ba	-82669.902	12.497
57	126	La	-74973.468	90.508
58	126	Ce	-70820.558	27.945
59	126	Pr	-60324#	196#
60	126	Nd	-52993#	298#
61	126	Pm	-39350#	500#
45	127	Rh	-34030#	600#
46	127	Pd	-47180#	500#
47	127	Ag	-58440#	200#
48	127	Cd	-68747.402	12.109
49	127	In	-76896.184	21.157
50	127	Sn	-83470.803	10.057
51	127	Sb	-86699.477	5.126
52	127	Te	-88281.678	1.514
53	127	I	-88983.909	3.647
54	127	Xe	-88321.56	4.11
55	127	Cs	-86240.154	5.578
56	127	Ba	-82817.944	11.357
57	127	La	-77896.108	26
58	127	Ce	-71979.336	28.876
59	127	Pr	-64543#	196#
60	127	Nd	-55536#	298#
61	127	Pm	-44786#	401#
46	128	Pd	-44490#	500#
47	128	Ag	-54620#	300#
48	128	Cd	-67241.89	7.244
49	128	In	-74145.941	153.479
50	128	Sn	-83362.008	17.66
51	128	Sb	-84630.286	19.119
52	128	Te	-88993.716	0.866
53	128	I	-87738.724	3.647
54	128	Xe	-89860.298	1.061
55	128	Cs	-85931.581	5.443
56	128	Ba	-85378.497	5.195
57	128	La	-78625.431	54.448
58	128	Ce	-75533.917	27.945
59	128	Pr	-66330.757	29.808
60	128	Nd	-60314#	196#
61	128	Pm	-47786#	298#
62	128	Sm	-38670#	500#
46	129	Pd	-37610#	600#
47	129	Ag	-51980#	400#
48	129	Cd	-63058.046	16.767
49	129	In	-72837.72	2.693
50	129	Sn	-80590.903	17.277
51	129	Sb	-84629.307	21.231
52	129	Te	-87004.807	0.869
53	129	I	-88507.125	3.168
54	129	Xe	-88696.05896	0.00537
55	129	Cs	-87499.246	4.555
56	129	Ba	-85063.198	10.577
57	129	La	-81324.573	21.351
58	129	Ce	-76287.496	27.945
59	129	Pr	-69773.558	29.808
60	129	Nd	-62315#	202#
61	129	Pm	-52881#	298#
62	129	Sm	-42000#	500#
47	130	Ag	-45697#	500#
48	130	Cd	-61117.589	22.356
49	130	In	-69883.206	38.046
50	130	Sn	-80132.206	1.873
51	130	Sb	-82285.676	14.212
52	130	Te	-87352.949	0.011
53	130	I	-86936.138	3.168
54	130	Xe	-89880.463	0.009
55	130	Cs	-86899.743	8.357
56	130	Ba	-87261.544	2.553
57	130	La	-81627.366	25.946
58	130	Ce	-79422.905	27.945
59	130	Pr	-71175.457	64.273
60	130	Nd	-66596.232	27.945
61	130	Pm	-55396#	196#
62	130	Sm	-47506#	401#
63	130	Eu	-33683#	500#
47	131	Ag	-40380#	500#
48	131	Cd	-55218.965	102.464
49	131	In	-68025.03	2.701
50	131	Sn	-77264.571	3.621
51	131	Sb	-81981.401	2.084
52	131	Te	-85211.012	0.061
53	131	I	-87442.71	0.605
54	131	Xe	-88413.558	0.009
55	131	Cs	-88058.786	4.974
56	131	Ba	-86683.731	2.569
57	131	La	-83769.256	27.945
58	131	Ce	-79708.44	32.802
59	131	Pr	-74300.656	46.995
60	131	Nd	-67768.033	27.517
61	131	Pm	-59660#	200#
62	131	Sm	-50133#	401#
63	131	Eu	-39270#	401#
47	132	Ag	-33790#	500#
48	132	Cd	-50263#	196#
49	132	In	-62411.542	60.033
50	132	Sn	-76546.542	1.976
51	132	Sb	-79635.271	2.467
52	132	Te	-85188.186	3.486
53	132	I	-85703.49	4.065
54	132	Xe	-89278.96179	0.00515
55	132	Cs	-87152.681	1.036
56	132	Ba	-88435.017	1.054
57	132	La	-83723.65	36.359
58	132	Ce	-82470.896	20.442
59	132	Pr	-75227.456	28.876
60	132	Nd	-71425.807	24.205
61	132	Pm	-61628#	149#
62	132	Sm	-55079#	298#
63	132	Eu	-42200#	400#
48	133	Cd	-43920#	298#
49	133	In	-57464#	196#
50	133	Sn	-70873.88	1.904
51	133	Sb	-78923.503	3.128
52	133	Te	-82937.122	2.066
53	133	I	-85858.26	6.427
54	133	Xe	-87643.571	2.4
55	133	Cs	-88070.931	0.008
56	133	Ba	-87553.613	0.992
57	133	La	-85494.383	27.945
58	133	Ce	-82418.214	16.354
59	133	Pr	-77937.581	12.497
60	133	Nd	-72332.372	46.575
61	133	Pm	-65407.646	50.301
62	133	Sm	-57231#	298#
63	133	Eu	-47236#	298#
64	133	Gd	-35860#	500#
48	134	Cd	-38920#	400#
49	134	In	-51661#	298#
50	134	Sn	-66433.748	3.167
51	134	Sb	-74020.542	1.705
52	134	Te	-82533.741	2.746
53	134	I	-84043.429	4.857
54	134	Xe	-88125.822	0.009
55	134	Cs	-86891.154	0.016
56	134	Ba	-88949.853	0.304
57	134	La	-85218.65	19.93
58	134	Ce	-84832.889	20.387
59	134	Pr	-78527.991	20.316
60	134	Nd	-75646.432	11.817
61	134	Pm	-66738.751	57.753
62	134	Sm	-61376#	196#
63	134	Eu	-49928#	298#
64	134	Gd	-41302#	401#
49	135	In	-46528#	401#
50	135	Sn	-60632.244	3.074
51	135	Sb	-69690.323	2.64
52	135	Te	-77728.78	1.722
53	135	I	-83779.145	2.061
54	135	Xe	-86413.151	3.72
55	135	Cs	-87581.643	0.992
56	135	Ba	-87850.498	0.306
57	135	La	-86643.317	9.434
58	135	Ce	-84616.171	10.267
59	135	Pr	-80935.861	11.817
60	135	Nd	-76213.609	19.128
61	135	Pm	-70052.075	75.451
62	135	Sm	-62857.215	154.628
63	135	Eu	-54148#	196#
